time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-03-03T20:37:48.600Z,38.7928333,-122.7858333,-0.03,0.71,md,11,108,0.001665,0.02,nc,nc73700746,2022-03-04T00:59:29.080Z,"3km NW of The Geysers, CA",earthquake,0.22,0.47,0.252,2,reviewed,nc,nc
2022-03-03T20:26:17.520Z,36.1328333,-118.0626667,2.98,1.78,ml,28,52,0.1689,0.17,ci,ci40199056,2022-03-03T21:48:07.217Z,"14km NW of Coso Junction, CA",earthquake,0.21,0.91,0.165,19,reviewed,ci,ci
2022-03-03T20:21:19.120Z,33.8465,-117.487,-0.48,1.38,ml,46,48,0.04541,0.21,ci,ci40199048,2022-03-03T21:42:12.474Z,"5km SE of Home Gardens, CA",quarry blast,0.31,31.61,0.161,24,reviewed,ci,ci
2022-03-03T20:19:03.630Z,38.8218333,-122.8538333,2.52,0.84,md,20,65,0.006178,0.02,nc,nc73700736,2022-03-04T00:07:19.732Z,"10km WNW of The Geysers, CA",earthquake,0.25,0.46,0.074,3,reviewed,nc,nc
2022-03-03T20:18:58.280Z,38.822,-122.8533333,2.69,0.22,md,24,65,0.006189,0.02,nc,nc73700731,2022-03-04T00:18:18.787Z,"10km WNW of The Geysers, CA",earthquake,0.16,0.26,0.375,3,reviewed,nc,nc
2022-03-03T20:13:41.797Z,60.0729,-153.0629,0,1.1,ml,,,,0.66,ak,ak0222uvb28z,2022-03-04T02:01:55.180Z,"66 km ENE of Pedro Bay, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-03-03T20:11:19.770Z,47.37133333333333,-122.39,22.04,1.61,ml,20,80,0.06838,0.16,uw,uw61819991,2022-03-03T21:44:26.420Z,"6 km SW of Des Moines, Washington",earthquake,0.38,0.6,0.14085977759173174,7,reviewed,uw,uw
2022-03-03T20:04:47.110Z,32.8608333,-115.9953333,8.13,1.3,ml,33,70,0.034,0.21,ci,ci40199032,2022-03-03T21:31:22.032Z,"14km N of Ocotillo, CA",earthquake,0.23,0.53,0.1,18,reviewed,ci,ci
2022-03-03T20:03:29.720Z,48.48733333333333,-123.38966666666667,16.41,1.3,ml,11,94,0.08583,0.12,uw,uw61819986,2022-03-03T21:56:20.360Z,"5 km NNE of Esquimalt, Canada",earthquake,0.4,0.61,0.20385219710898894,4,reviewed,uw,uw
2022-03-03T20:01:37.568Z,60.7583,-151.3665,71.5,2,ml,,,,0.68,ak,ak0222uv8g96,2022-03-03T20:14:54.305Z,"8 km NNW of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-03-03T19:54:12.980Z,36.0301667,-120.5945,3.48,0.43,md,16,114,0.03858,0.05,nc,nc73700726,2022-03-03T23:46:16.596Z,"21km NW of Parkfield, CA",earthquake,0.33,0.67,0.133,6,reviewed,nc,nc
2022-03-03T19:42:09.420Z,60.0255,-153.099166666667,2.23,-0.7,ml,4,181,,0.12,av,av91503866,2022-03-04T01:58:17.500Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.62,2.1,0.196001080804624,4,reviewed,av,av
2022-03-03T19:17:47.778Z,-17.0199,-70.1823,164.99,5.1,mww,,120,0.878,1.63,us,us6000h1v2,2022-03-03T21:44:17.692Z,"23 km NE of Pujocucho, Peru",earthquake,7.4,5.5,0.078,16,reviewed,us,us
2022-03-03T19:14:56.239Z,61.4535,-146.6429,17.1,2.1,ml,,,,0.78,ak,ak0222uupvgt,2022-03-03T19:18:18.383Z,"39 km NNW of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-03T19:01:31.788Z,62.4213,-148.3016,33.5,1.9,ml,,,,0.69,ak,ak0222uun1a2,2022-03-03T19:14:37.934Z,"70 km N of Chickaloon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-03-03T18:58:58.340Z,38.7576675,-122.7160034,0.79,1.07,md,9,119,0.007957,0.04,nc,nc73700716,2022-03-03T20:12:14.308Z,"3km SW of Anderson Springs, CA",earthquake,0.33,0.51,0.16,4,automatic,nc,nc
2022-03-03T18:58:27.930Z,60.0208333333333,-153.081666666667,1.29,-0.88,ml,4,153,,0.05,av,av91503846,2022-03-04T03:11:22.350Z,"62 km ENE of Pedro Bay, Alaska",earthquake,0.29,0.32,0.153218183766575,4,reviewed,av,av
2022-03-03T18:38:34.037Z,65.4501,-149.9073,11.9,1.6,ml,,,,0.46,ak,ak0222uu9jcb,2022-03-03T18:46:24.690Z,"13 km ESE of Rampart, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-03T18:23:49.200Z,17.9413333333333,-67.0638333333333,12.12,2.06,md,4,248,,0.1,pr,pr71338778,2022-03-03T18:57:15.720Z,"4 km SSW of La Parguera, Puerto Rico",earthquake,1.2,0.8,0.191937755769719,2,reviewed,pr,pr
2022-03-03T18:09:49.940Z,39.4158333,-110.3048333,-2.17,1.76,md,7,198,0.01774,0.13,uu,uu60484187,2022-03-03T23:16:47.930Z,"16 km SSE of Sunnyside, Utah",earthquake,0.85,0.91,0.089,6,reviewed,uu,uu
2022-03-03T18:01:37.440Z,33.487,-116.7588333,6.77,0.55,ml,28,85,0.04294,0.11,ci,ci40198944,2022-03-03T18:53:35.166Z,"11km SW of Anza, CA",earthquake,0.13,0.27,0.158,17,reviewed,ci,ci
2022-03-03T17:59:12.710Z,52.0101666666667,178.285333333333,5.08,2.45,ml,6,319,,0.13,av,av91050918,2022-03-04T01:48:17.020Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,2.63,1.92,0.278148718916848,6,reviewed,av,av
2022-03-03T17:54:39.590Z,38.8388329,-122.7870026,1.46,0.85,md,8,125,0.002644,0.01,nc,nc73700711,2022-03-03T18:21:15.538Z,"6km WNW of Cobb, CA",earthquake,0.47,1.11,,1,automatic,nc,nc
2022-03-03T17:50:52.490Z,33.8408333,-117.0066667,5.19,0.9,ml,35,58,0.1324,0.16,ci,ci40198936,2022-03-03T19:20:49.200Z,"8km NW of San Jacinto, CA",earthquake,0.17,1.24,0.16,14,reviewed,ci,ci
2022-03-03T17:41:17.030Z,34.3413333,-116.8848333,-1.4,1.4,ml,25,59,0.04794,0.16,ci,ci40198928,2022-03-03T19:00:29.552Z,"10km NNW of Big Bear City, CA",quarry blast,0.34,31.61,0.159,21,reviewed,ci,ci
2022-03-03T17:32:22.220Z,19.2193333333333,-155.467833333333,34.61,1.57,md,27,97,,0.1,hv,hv72936337,2022-03-03T23:27:49.550Z,"2 km NNE of Pāhala, Hawaii",earthquake,0.43,0.58,0.103633831680089,15,reviewed,hv,hv
2022-03-03T17:23:16.480Z,38.591,-112.5488333,1.86,0.81,md,6,170,0.08175,0.04,uu,uu60484182,2022-03-03T23:14:42.280Z,"25 km SSW of Kanosh, Utah",earthquake,1.59,31.61,0.53,5,reviewed,uu,uu
2022-03-03T17:21:42.020Z,19.1801662445068,-155.470169067383,37.2999992370605,2.14,ml,43,102,,0.140000001,hv,hv72936327,2022-03-03T17:27:13.980Z,"2 km SSE of Pāhala, Hawaii",earthquake,0.62,0.850000024,4.14,8,automatic,hv,hv
2022-03-03T17:19:36.570Z,36.7085,-121.3545,3.08,1.09,md,12,151,0.006504,0.06,nc,nc73700706,2022-03-03T20:32:11.550Z,"10km SSW of Tres Pinos, CA",earthquake,0.59,0.46,0.159,10,reviewed,nc,nc
2022-03-03T17:15:29.410Z,19.2176666666667,-155.3975,32.54,2.71,ml,54,151,,0.13,hv,hv72936322,2022-03-03T23:17:40.330Z,"8 km E of Pāhala, Hawaii",earthquake,0.4,0.51,0.12760272137251,37,reviewed,hv,hv
2022-03-03T17:11:17.590Z,35.8436667,-117.6688333,10.66,0.37,ml,9,131,0.06431,0.14,ci,ci40198880,2022-03-03T18:51:51.113Z,"24km ESE of Little Lake, CA",earthquake,0.6,1.02,0.165,5,reviewed,ci,ci
2022-03-03T17:07:53.053Z,62.8721,-150.8963,96.4,1.6,ml,,,,0.52,ak,ak0222uthhzy,2022-03-03T17:14:14.392Z,"42 km N of Petersville, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-03T17:02:23.820Z,35.7938333,-117.6066667,8.51,1.49,ml,23,72,0.02309,0.12,ci,ci40198872,2022-03-03T18:46:22.700Z,"18km W of Searles Valley, CA",earthquake,0.2,0.42,0.168,20,reviewed,ci,ci
2022-03-03T17:01:20.280Z,38.8216667,-122.7900009,1.15,0.65,md,16,46,0.01111,0.02,nc,nc73700701,2022-03-03T18:30:13.607Z,"6km NNW of The Geysers, CA",earthquake,0.21,0.39,0.16,3,automatic,nc,nc
2022-03-03T16:57:38.916Z,59.6197,-153.1498,100.2,1.8,ml,,,,0.24,ak,ak0222ut6rl7,2022-03-03T19:34:10.109Z,"56 km ESE of Pedro Bay, Alaska",earthquake,,1.2,,,reviewed,ak,ak
2022-03-03T16:52:49.592Z,-18.6423,-177.5766,417.71,4.2,mb,,136,4.249,0.6,us,us6000h1ss,2022-03-03T20:34:41.040Z,"Fiji region",earthquake,12.3,8.7,0.061,81,reviewed,us,us
2022-03-03T16:52:28.830Z,35.6938333,-117.527,9.44,1.1,ml,24,128,0.1194,0.1,ci,ci40198848,2022-03-03T18:39:06.077Z,"14km SW of Searles Valley, CA",earthquake,0.17,0.53,0.247,11,reviewed,ci,ci
2022-03-03T16:34:53.800Z,-5.2687,68.6659,10,5.1,mb,,55,7.172,0.93,us,us6000h1si,2022-03-03T16:55:14.040Z,"Chagos Archipelago region",earthquake,8.8,1.8,0.056,109,reviewed,us,us
2022-03-03T16:33:04.540Z,19.3593333333333,-155.2385,42.47,2.73,md,41,57,,0.14,hv,hv72936277,2022-03-04T00:08:32.280Z,"9 km S of Volcano, Hawaii",earthquake,0.57,0.54,0.12748829013485,17,reviewed,hv,hv
2022-03-03T16:31:15.900Z,19.1276666666667,-155.485833333333,33.63,1.6,md,16,234,,0.09,hv,hv72936272,2022-03-03T16:49:44.070Z,"8 km S of Pāhala, Hawaii",earthquake,0.72,1.3,0.188309049868485,5,reviewed,hv,hv
2022-03-03T16:29:21.200Z,38.8446655,-122.8276672,2.16,0.86,md,7,154,0.008609,0.01,nc,nc73700696,2022-03-03T18:05:20.433Z,"9km WNW of Cobb, CA",earthquake,0.63,1.03,,1,automatic,nc,nc
2022-03-03T16:23:26.260Z,36.5598333,-121.1518333,7.33,1.73,md,27,116,0.02913,0.09,nc,nc73700691,2022-03-04T02:09:11.493Z,"3km NNW of Pinnacles, CA",earthquake,0.23,0.38,0.186,24,reviewed,nc,nc
2022-03-03T16:23:10.800Z,39.4225,-110.306,-1.97,1.75,ml,13,182,0.01488,0.14,uu,uu60484172,2022-03-03T23:11:04.320Z,"15 km SSE of Sunnyside, Utah",earthquake,0.67,0.67,0.099,3,reviewed,uu,uu
2022-03-03T16:18:41.200Z,38.8110008,-122.7938309,2.99,0.83,md,11,64,0.003239,0.01,nc,nc73700686,2022-03-03T17:26:11.444Z,"5km NW of The Geysers, CA",earthquake,0.42,1.25,,1,automatic,nc,nc
2022-03-03T16:13:27.950Z,19.0808333333333,-65.8951666666667,30.7,2.7,md,5,273,,0.26,pr,pr71338758,2022-03-03T16:33:55.650Z,"71 km NNE of San Juan, Puerto Rico",earthquake,2.59,16.97,0.0230469143472392,4,reviewed,pr,pr
2022-03-03T16:06:50.890Z,17.942,-66.939,10.36,1.43,md,5,227,,0.34,pr,pr71338763,2022-03-03T17:18:34.760Z,"4 km SW of Guánica, Puerto Rico",earthquake,1.88,2.82,0.0240107389588374,4,reviewed,pr,pr
2022-03-03T15:54:10.740Z,18.1313333333333,-67.1566666666667,13.01,1.51,md,3,338,,0.28,pr,pr71338768,2022-03-03T17:56:42.350Z,"3 km WSW of Hormigueros, Puerto Rico",earthquake,3.98,4.31,0.117539058000528,3,reviewed,pr,pr
2022-03-03T15:52:05.120Z,60.614,-152.6425,3.85,-0.05,ml,4,324,,0.03,av,av91050908,2022-03-04T01:11:08.190Z,"72 km W of Salamatof, Alaska",earthquake,0.67,0.51,0.159816669046163,4,reviewed,av,av
2022-03-03T15:37:29.129Z,59.7867,-153.1778,111.1,1.4,ml,,,,0.27,ak,ak0222ush0qo,2022-03-04T03:40:22.220Z,"52 km E of Pedro Bay, Alaska",earthquake,,4.8,,,automatic,ak,ak
2022-03-03T15:35:47.561Z,61.0233,-150.9794,1.1,1.6,ml,,,,0.77,ak,ak0222usgmf5,2022-03-03T15:44:04.595Z,"9 km ESE of Tyonek, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-03T15:34:45.648Z,38.2757,-118.389,9.9,-0.1,ml,5,226.37,0.094,0.1116,nn,nn00834897,2022-03-04T02:37:23.309Z,"27 km WSW of Mina, Nevada",earthquake,,9.6,0,1,reviewed,nn,nn
2022-03-03T15:24:06.100Z,44.285,-110.4501667,4.3,1.12,md,11,187,0.05961,0.07,uu,uu60484167,2022-03-03T19:47:51.790Z,"66 km SE of West Yellowstone, Montana",earthquake,0.39,0.43,0.159,10,reviewed,uu,uu
2022-03-03T15:17:40.103Z,36.7133,-116.3251,8.6,0,ml,7,262.94,0.092,0.0749,nn,nn00834871,2022-03-04T02:37:03.848Z,"44 km ESE of Beatty, Nevada",earthquake,,3.6,0.14,2,reviewed,nn,nn
2022-03-03T15:17:22.622Z,44.3385,-115.2057,19.59,2.6,ml,,63,0.838,0.62,us,us6000h1ql,2022-03-03T17:57:03.040Z,"25 km WNW of Stanley, Idaho",earthquake,2.1,8.4,0.034,112,reviewed,us,us
2022-03-03T15:14:04.369Z,38.1695,-117.8276,8.5,1,ml,13,178.94,0.108,0.1182,nn,nn00834848,2022-03-04T02:37:00.940Z,"34 km SE of Mina, Nevada",earthquake,,2.5,0.7,4,reviewed,nn,nn
2022-03-03T15:10:14.690Z,63.2215,-150.4668,115.6,1.7,ml,,,,0.4,ak,ak0222usb703,2022-03-03T15:39:03.203Z,"72 km ESE of Denali National Park, Alaska",earthquake,,1,,,automatic,ak,ak
2022-03-03T15:10:11.285Z,30.7229,141.7351,10,4.7,mb,,67,2.891,0.64,us,us6000h1qv,2022-03-03T17:21:35.040Z,"Izu Islands, Japan region",earthquake,9.7,1.9,0.067,70,reviewed,us,us
2022-03-03T14:41:35.634Z,52.3599,-168.1827,35,3.3,ml,,214,0.737,1.08,us,us6000h1qg,2022-03-03T15:27:13.040Z,"79 km SE of Nikolski, Alaska",earthquake,3.9,2,0.091,16,reviewed,us,us
2022-03-03T14:40:32.946Z,18.1759,-95.4592,109.36,5.7,mww,,67,3.021,1.09,us,us6000h1qa,2022-03-04T02:37:12.402Z,"Veracruz, Mexico",earthquake,5.6,3.3,0.032,96,reviewed,us,us
2022-03-03T14:34:38.100Z,39.4188333,-110.3108333,-1.69,1.6,md,9,196,0.01224,0.13,uu,uu60484147,2022-03-03T23:06:55.660Z,"16 km SSE of Sunnyside, Utah",earthquake,0.64,0.46,0.101,6,reviewed,uu,uu
2022-03-03T14:28:45.076Z,62.0445,-151.7744,87.8,1.2,ml,,,,0.19,ak,ak0222urtnvc,2022-03-03T19:27:59.364Z,"20 km WNW of Skwentna, Alaska",earthquake,,1,,,reviewed,ak,ak
2022-03-03T14:18:47.469Z,59.8954,-152.1878,81,2.1,ml,,,,0.49,ak,ak0222urrjn7,2022-03-03T14:28:55.419Z,"23 km WNW of Anchor Point, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-03T14:18:25.220Z,44.2901667,-115.1255,4.8,1.73,ml,8,107,0.785,0.17,mb,mb80539519,2022-03-03T15:44:11.810Z,"16 km WNW of Stanley, Idaho",earthquake,0.53,1.44,0.204,10,reviewed,mb,mb
2022-03-03T14:17:00.280Z,17.8913333333333,-66.8611666666667,13.2,2.28,md,11,205,,0.14,pr,pr71338733,2022-03-03T14:35:22.540Z,"10 km SSE of Maria Antonia, Puerto Rico",earthquake,0.61,0.45,0.112466724559647,7,reviewed,pr,pr
2022-03-03T14:13:39.910Z,38.753,-122.7285,1.52,1.03,md,34,94,0.00904,0.04,nc,nc73700656,2022-03-04T01:10:18.142Z,"4km SE of The Geysers, CA",earthquake,0.16,0.2,0.095,8,reviewed,nc,nc
2022-03-03T14:13:13.122Z,36.1421,70.5643,83.78,4.9,mb,,68,0.981,0.79,us,us6000h1q6,2022-03-03T15:19:49.040Z,"79 km SE of Farkhār, Afghanistan",earthquake,6.5,6.1,0.051,118,reviewed,us,us
2022-03-03T14:03:56.980Z,38.7538333,-122.7291667,1.07,1.53,md,50,40,0.008448,0.08,nc,nc73700651,2022-03-04T01:42:11.477Z,"4km SE of The Geysers, CA",earthquake,0.17,0.23,0.164,18,reviewed,nc,nc
2022-03-03T13:57:49.424Z,38.2321,-118.3468,8,0.4,ml,8,242.08,0.126,0.0382,nn,nn00834896,2022-03-04T02:37:22.605Z,"27 km SW of Mina, Nevada",earthquake,,8.5,0,1,reviewed,nn,nn
2022-03-03T13:56:19.480Z,61.0241666666667,-152.3905,9.15,0.01,ml,5,184,,0.08,av,av91050893,2022-03-03T23:50:26.160Z,"67 km W of Tyonek, Alaska",earthquake,0.75,2.4,0.174746497545777,5,reviewed,av,av
2022-03-03T13:49:13.840Z,38.8424988,-122.8413315,2.03,0.87,md,17,137,0.006006,0.02,nc,nc73700641,2022-03-03T14:33:15.142Z,"10km NW of The Geysers, CA",earthquake,0.28,0.44,0.03,4,automatic,nc,nc
2022-03-03T13:49:09.305Z,62.5618,-149.331,57.6,1.6,ml,,,,0.74,ak,ak0222urcoag,2022-03-03T14:21:34.242Z,"41 km ENE of Chase, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-03T13:43:59.280Z,38.7868347,-122.7626648,0.88,1.17,md,18,79,0.01396,0.03,nc,nc73700636,2022-03-03T15:58:13.621Z,"1km NNW of The Geysers, CA",earthquake,0.23,0.46,0.2,5,automatic,nc,nc
2022-03-03T13:38:56.760Z,34.4231667,-119.3141667,14.8,1.18,ml,10,121,0.02908,0.16,ci,ci40198760,2022-03-03T18:26:39.739Z,"7km WSW of Ojai, CA",earthquake,0.55,0.93,0.186,3,reviewed,ci,ci
2022-03-03T13:32:42.880Z,33.2706667,-116.808,13.85,0.34,ml,28,58,0.05384,0.16,ci,ci40198744,2022-03-03T18:20:19.977Z,"5km NW of Lake Henshaw, CA",earthquake,0.21,0.48,0.084,11,reviewed,ci,ci
2022-03-03T13:29:56.654Z,-30.0394,-177.8946,43.91,5.1,mww,,62,0.775,1.21,us,us6000h1q0,2022-03-03T19:49:05.697Z,"Kermadec Islands, New Zealand",earthquake,6.1,4.4,0.089,12,reviewed,us,us
2022-03-03T13:29:40.070Z,35.1871667,-118.6973333,7.72,0.89,ml,13,95,0.04436,0.07,ci,ci40198752,2022-03-03T16:02:14.571Z,"12km ESE of Arvin, CA",earthquake,0.15,0.37,0.298,3,reviewed,ci,ci
2022-03-03T13:25:53.590Z,44.289,-110.4488333,4.44,1.56,ml,14,98,0.06201,0.1,uu,uu60484142,2022-03-03T14:52:40.380Z,"66 km SE of West Yellowstone, Montana",earthquake,0.34,0.51,0.273,2,reviewed,uu,uu
2022-03-03T13:25:44.720Z,18.0476666666667,-66.9003333333333,3.4,1.61,md,4,265,,0.14,pr,pr71338723,2022-03-03T14:28:20.930Z,"1 km NNE of Lluveras, Puerto Rico",earthquake,1.87,11.87,0.0112348699519818,3,reviewed,pr,pr
2022-03-03T13:25:24.260Z,38.8441658,-122.8375015,1.9,0.37,md,10,94,0.02111,0.04,nc,nc73700631,2022-03-03T14:12:14.036Z,"10km WNW of Cobb, CA",earthquake,0.32,1.51,,1,automatic,nc,nc
2022-03-03T13:22:18.836Z,61.3843,-150.6223,51.9,1.6,ml,,,,0.51,ak,ak0222ur6wor,2022-03-03T13:46:00.269Z,"18 km SSW of Susitna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-03-03T13:18:00.080Z,44.287,-110.448,4.53,1.19,md,12,186,0.06178,0.11,uu,uu60484137,2022-03-03T19:50:28.120Z,"66 km SE of West Yellowstone, Montana",earthquake,0.54,0.6,0.12,10,reviewed,uu,uu
2022-03-03T13:17:09.270Z,33.2695,-116.8088333,14.56,0.64,ml,37,38,0.05365,0.14,ci,ci40198736,2022-03-03T19:05:54.241Z,"5km NW of Lake Henshaw, CA",earthquake,0.18,0.4,0.181,15,reviewed,ci,ci
2022-03-03T13:16:44.390Z,44.286,-110.4553333,6.34,0.9,md,14,127,0.05653,0.17,uu,uu60484132,2022-03-03T14:26:54.950Z,"66 km SE of West Yellowstone, Montana",earthquake,0.53,0.95,0.151,9,reviewed,uu,uu
2022-03-03T13:14:16.760Z,38.7911682,-122.75,8.08,0.58,md,15,121,0.01305,0.16,nc,nc73700626,2022-03-03T14:02:13.986Z,"2km NNE of The Geysers, CA",earthquake,1.11,1.65,0.04,3,automatic,nc,nc
2022-03-03T13:08:32.500Z,38.8110008,-122.7921677,3.43,0.34,md,7,135,0.003895,0.01,nc,nc73700621,2022-03-03T13:52:12.926Z,"5km NW of The Geysers, CA",earthquake,0.54,1.53,,1,automatic,nc,nc
2022-03-03T13:03:51.424Z,60.4837,-151.2432,32.3,1.8,ml,,,,0.97,ak,ak0222ur2wls,2022-03-03T13:17:07.112Z,"7 km NNE of Kalifornsky, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-03-03T13:03:50.020Z,38.7830009,-122.7610016,-0.89,0.36,md,7,136,0.01281,0.06,nc,nc73700616,2022-03-03T13:41:16.852Z,"1km NNW of The Geysers, CA",earthquake,0.33,2.63,,1,automatic,nc,nc
2022-03-03T12:54:56.100Z,37.8433333,-112.8505,5.96,1.14,md,6,228,0.2862,0.12,uu,uu60484127,2022-03-03T18:12:26.230Z,"1 km W of Parowan, Utah",earthquake,1.26,31.61,0.207,5,reviewed,uu,uu
2022-03-03T12:50:34.130Z,38.7938347,-122.7815018,-0.41,0.99,md,9,102,0.005057,0.03,nc,nc73700611,2022-03-03T12:59:12.577Z,"3km NW of The Geysers, CA",earthquake,0.23,0.69,0.43,2,automatic,nc,nc
2022-03-03T12:50:14.340Z,38.7741667,-122.8816667,1.83,0.3,md,20,202,0.02801,0.04,nc,nc73700606,2022-03-03T20:55:10.563Z,"11km W of The Geysers, CA",earthquake,0.42,0.49,0.056,4,reviewed,nc,nc
2022-03-03T12:45:26.560Z,38.7916667,-122.7363333,2.17,0.16,md,16,92,0.008423,0.02,nc,nc73700601,2022-03-04T00:27:10.843Z,"2km NE of The Geysers, CA",earthquake,0.23,0.63,0.009,3,reviewed,nc,nc
2022-03-03T12:44:00.920Z,33.9831667,-116.7093333,17.04,0.63,ml,27,68,0.07516,0.1,ci,ci40198728,2022-03-03T18:58:35.004Z,"10km NE of Cabazon, CA",earthquake,0.17,0.37,0.075,11,reviewed,ci,ci
2022-03-03T12:37:20.963Z,63.5866,-150.7299,12.4,1.1,ml,,,,0.97,ak,ak0222uqoowi,2022-03-03T19:03:06.411Z,"49 km E of Denali National Park, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-03-03T12:34:06.280Z,19.201000213623,-155.431167602539,34,1.87,md,32,146,,0.0900000036,hv,hv72936102,2022-03-03T12:37:11.080Z,"4 km E of Pāhala, Hawaii",earthquake,0.77,0.920000017,0.270000011,5,automatic,hv,hv
2022-03-03T12:33:59.824Z,60.1373,-152.8721,88.9,1.6,ml,,,,0.57,ak,ak0222uqnx38,2022-03-03T12:38:02.309Z,"66 km WNW of Happy Valley, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-03T12:32:51.550Z,34.036,-117.2455,17.29,1.32,ml,67,52,0.07585,0.15,ci,ci40198720,2022-03-03T18:52:37.210Z,"2km SE of Loma Linda, CA",earthquake,0.15,0.33,0.183,42,reviewed,ci,ci
2022-03-03T12:28:09.710Z,17.8556666666667,-67.0811666666667,5.08,2.74,md,3,285,,0.01,pr,pr71338718,2022-03-03T12:55:51.070Z,"13 km SSW of La Parguera, Puerto Rico",earthquake,2,2.3,0.126121750811552,3,reviewed,pr,pr
2022-03-03T12:26:46.360Z,38.5296667,-119.5441667,3.4,2.16,md,13,79,0.05932,0.09,nc,nc73700591,2022-03-04T02:36:59.569Z,"6km WNW of Walker, CA",earthquake,0.22,0.62,0.298,26,reviewed,nc,nc
2022-03-03T12:22:44.280Z,33.4936667,-116.481,14.11,0.89,ml,36,58,0.0549,0.12,ci,ci37489221,2022-03-03T18:40:19.427Z,"19km ESE of Anza, CA",earthquake,0.18,0.3,0.137,28,reviewed,ci,ci
2022-03-03T12:22:43.190Z,33.4983333,-116.479,14.4,0.56,ml,30,64,0.05107,0.14,ci,ci40198712,2022-03-03T18:32:13.667Z,"19km ESE of Anza, CA",earthquake,0.22,0.36,0.178,13,reviewed,ci,ci
2022-03-03T12:21:27.540Z,33.306,-116.2891667,5.76,0.86,ml,29,110,0.05876,0.2,ci,ci40198704,2022-03-03T14:02:45.600Z,"10km NE of Borrego Springs, CA",earthquake,0.33,0.85,0.155,20,reviewed,ci,ci
2022-03-03T12:14:36.896Z,59.418,-151.3934,47,1.8,ml,,,,0.23,ak,ak0222uqjsqx,2022-03-03T12:20:10.034Z,"16 km ESE of Seldovia Village, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-03-03T12:13:59.600Z,38.7799988,-122.7653351,0.16,0.36,md,6,137,0.00927,0.01,nc,nc73700586,2022-03-03T12:22:10.341Z,"1km WNW of The Geysers, CA",earthquake,0.36,0.82,,1,automatic,nc,nc
2022-03-03T12:12:50.571Z,62.65,-147.7774,41.2,2.3,ml,,,,0.77,ak,ak0222uqjecq,2022-03-03T12:36:21.893Z,"75 km WNW of Lake Louise, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-03-03T12:08:44.100Z,-30.1658,-176.8208,10,4.9,mb,,155,1.313,0.65,us,us6000h1pn,2022-03-03T12:28:21.040Z,"Kermadec Islands region",earthquake,10.3,1.9,0.108,27,reviewed,us,us
2022-03-03T12:05:34.040Z,38.8030014,-122.7751694,0.94,0.73,md,12,73,0.01111,0.03,nc,nc73700581,2022-03-03T12:13:10.284Z,"3km NNW of The Geysers, CA",earthquake,0.31,0.54,0.4,3,automatic,nc,nc
2022-03-03T12:03:12.770Z,19.0873,-64.753,78,3.75,md,13,306,0.9425,0.38,pr,pr2022062002,2022-03-04T05:19:06.040Z,"83 km N of Cruz Bay, U.S. Virgin Islands",earthquake,5.18,7.65,0.06,7,reviewed,pr,pr
2022-03-03T11:57:40.590Z,34.4611667,-119.8565,3.74,1.84,ml,29,72,0.04938,0.2,ci,ci40198696,2022-03-03T18:23:25.995Z,"4km NW of Goleta, CA",earthquake,0.28,0.47,0.144,21,reviewed,ci,ci
2022-03-03T11:57:38.670Z,38.2326667,-112.2353333,6.01,1.92,ml,9,171,0.4114,0.15,uu,uu60484122,2022-03-03T18:10:20.570Z,"1 km WSW of Junction, Utah",earthquake,0.85,31.61,0.36,2,reviewed,uu,uu
2022-03-03T11:53:50.680Z,38.7910004,-122.7653351,-0.1,0.85,md,12,70,0.01057,0.06,nc,nc73700571,2022-03-03T11:55:28.273Z,"2km NNW of The Geysers, CA",earthquake,0.26,0.65,0.02,4,automatic,nc,nc
2022-03-03T11:50:34.110Z,38.7890015,-122.762001,0.89,1.31,md,23,77,0.01174,0.03,nc,nc73700561,2022-03-03T12:06:11.241Z,"1km NNW of The Geysers, CA",earthquake,0.22,0.41,0.19,6,automatic,nc,nc
2022-03-03T11:49:50.570Z,38.777668,-122.7471695,-0.33,0.37,md,6,112,0.009877,0.05,nc,nc73700556,2022-03-03T11:51:27.954Z,"1km E of The Geysers, CA",earthquake,0.66,1.27,,1,automatic,nc,nc
